City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Nevsehir,TR,38.9167,34.6667,34.81,81,75,12.66,broken clouds
463,Dromolaxia,CY,34.8761,33.586,55.72,74,0,4.59,clear sky
464,Sitka,US,57.0531,-135.33,39.09,81,100,11.5,light rain
465,Golyshmanovo,RU,56.3979,68.3728,7.72,77,80,8.72,broken clouds
466,Belmonte,BR,-15.8631,-38.8828,74.57,88,6,3.33,clear sky
467,Piacabucu,BR,-10.4056,-36.4344,77.34,82,100,7.25,overcast clouds
468,Kushiro,JP,42.975,144.3747,27.86,67,86,7.94,overcast clouds
469,Tarko-Sale,RU,64.9225,77.785,-4.52,97,100,15.79,overcast clouds
470,Ust-Omchug,RU,61.15,149.6333,-26.01,96,99,6.89,overcast clouds
471,Budogoshch,RU,59.2816,32.4707,33.21,97,100,11.68,light snow
472,Bad Langensalza,DE,51.1,10.65,33.13,92,100,4.92,overcast clouds
473,Ballina,AU,-28.8667,153.5667,82.78,58,0,9.44,clear sky
474,Pila,PL,53.1515,16.7378,32.83,85,100,4.74,overcast clouds
475,Muros,ES,42.7762,-9.0603,43.09,91,74,20.47,broken clouds
476,Mount Isa,AU,-20.7333,139.5,92.97,33,40,12.66,scattered clouds
477,Ko Samui,TH,9.5357,99.9357,80.47,68,78,4.61,broken clouds
478,Bengkulu,ID,-3.8004,102.2655,83.84,65,79,6.62,broken clouds
479,Hofn,IS,64.2539,-15.2082,24.71,59,0,22.55,clear sky
480,Aloleng,PH,16.1307,119.7824,84.65,63,83,5.91,broken clouds
481,Chimore,BO,-16.9833,-65.1333,71.33,97,99,1.3,overcast clouds
482,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,70.41,92,96,1.3,overcast clouds
483,Parana,AR,-31.732,-60.5238,89.55,38,85,13.58,overcast clouds
484,Kiama,AU,-34.6833,150.8667,80.38,71,58,11.99,broken clouds
485,Quelimane,MZ,-17.8786,36.8883,79.95,82,95,3.33,overcast clouds
486,Entebbe,UG,0.0644,32.4469,68.32,94,40,3.44,scattered clouds
487,Misratah,LY,32.3754,15.0925,57.97,38,2,17.47,clear sky
488,Trairi,BR,-3.2778,-39.2689,76.62,86,51,8.57,broken clouds
489,Baykit,RU,61.67,96.37,-32.57,94,31,1.25,scattered clouds
490,Whitehorse,CA,60.7161,-135.0538,27.37,86,100,17.27,overcast clouds
491,Takaka,NZ,-40.85,172.8,72.55,62,14,1.83,few clouds
492,San Andres,CO,12.5847,-81.7006,78.96,77,40,10.54,light rain
493,Skjervoy,NO,70.0311,20.9714,28.4,67,89,16.44,overcast clouds
494,Shrewsbury,GB,52.7101,-2.7521,35.64,48,68,11.95,snow
495,Buchmany,UA,51.0689,28.0421,39.11,96,92,16.08,overcast clouds
496,Nemuro,JP,43.3236,145.575,25.84,66,100,5.99,overcast clouds
497,Padang,ID,-0.9492,100.3543,84.25,60,80,2.33,broken clouds
498,Mahabad,IR,36.7631,45.7222,31.46,86,4,0.38,clear sky
499,Gambiran,ID,-6.7988,111.4951,83.08,74,100,8.63,light rain
500,East Millcreek,US,40.7,-111.8105,31.08,92,100,18.41,light snow
501,Nhulunbuy,AU,-12.2333,136.7667,83.01,89,75,11.5,light rain
502,Cristalina,BR,-16.7686,-47.6136,63.9,80,74,4.16,broken clouds
503,Esna,EG,25.2934,32.554,53.42,54,4,4.85,clear sky
504,Campbellsville,US,37.3434,-85.3419,48.31,61,70,5.84,broken clouds
505,Yarim,YE,14.298,44.3779,53.08,44,21,3.78,few clouds
506,Mayo,US,38.8876,-76.5119,47.71,90,100,8.05,mist
507,Dikson,RU,73.5069,80.5464,-11.88,72,100,10.69,overcast clouds
508,Matai,TZ,-8.3,31.5167,58.73,97,91,0.6,light rain
509,Warman,CA,52.3168,-106.5679,13.91,85,100,12.66,mist
510,Masvingo,ZW,-20.0637,30.8277,67.95,81,99,4.92,overcast clouds
511,Zhanaozen,KZ,43.3,52.8,25.39,36,35,11.9,scattered clouds
512,Waipawa,NZ,-41.4122,175.5153,63.82,67,23,9.33,few clouds
513,Cockburn Town,TC,21.4612,-71.1419,75.69,57,35,15.37,scattered clouds
514,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.4,95,100,6.85,overcast clouds
515,Lubao,PH,14.9167,120.55,83.73,65,97,15.14,overcast clouds
516,Salalah,OM,17.0151,54.0924,75.29,69,40,2.3,scattered clouds
517,Shimoda,JP,34.6667,138.95,48.11,57,68,5.46,broken clouds
518,Kolokani,ML,13.5728,-8.0339,64.02,19,3,8.97,clear sky
519,Aasiaat,GL,68.7098,-52.8699,-22.2,90,77,10.54,broken clouds
520,Loum,CM,4.7182,9.7351,72.32,89,100,2.39,light rain
521,Beatrice,US,40.2681,-96.747,32.18,93,0,5.75,clear sky
522,Mahebourg,MU,-20.4081,57.7,81.25,80,89,19.73,light rain
523,Santa Fe,AR,-31.6333,-60.7,89.01,34,81,11.01,light rain
524,Iisalmi,FI,63.5592,27.1907,27.19,95,100,9.71,light snow
525,Rzhev,RU,56.2624,34.3282,33.24,96,100,12.64,overcast clouds
526,Divnogorsk,RU,55.9594,92.3619,-13.27,91,42,1.12,scattered clouds
527,Novyy Urengoy,RU,66.0833,76.6333,-5.1,98,100,13.02,overcast clouds
528,Yenagoa,NG,4.9247,6.2642,76.01,88,100,1.34,overcast clouds
529,Ojhar,IN,20.1,73.9333,73.08,37,2,7.49,clear sky
530,Madison,US,34.7334,-86.5667,56.71,95,0,0.0,mist
531,Sistranda,NO,63.7256,8.834,35.56,67,92,15.99,overcast clouds
532,Yenangyaung,MM,20.4667,94.8833,77.29,32,0,2.15,clear sky
533,West Bend,US,43.4253,-88.1834,37.11,75,100,11.01,overcast clouds
534,Gornopravdinsk,RU,60.05,69.9,9.45,91,72,7.38,broken clouds
535,Mahon,ES,39.8885,4.2658,46.96,81,75,6.91,broken clouds
536,Carlagan,PH,14.975,122.0456,75.16,90,100,20.67,overcast clouds
537,San Quintin,MX,30.4833,-115.95,54.57,71,7,10.45,clear sky
538,Channel-Port Aux Basques,CA,47.5702,-59.1367,37.56,97,100,11.25,overcast clouds
539,Mgandu,TZ,-5.95,34.1333,62.98,87,96,3.85,overcast clouds
540,Lamar,US,33.6668,-95.5836,63.64,80,0,8.05,clear sky
541,Barsovo,RU,61.1667,73.1667,3.33,97,74,7.72,broken clouds
542,Vidim,RU,56.4088,103.1106,-16.89,92,100,7.36,overcast clouds
543,Koslan,RU,63.4564,48.8989,4.26,99,85,3.89,overcast clouds
544,Champerico,GT,14.3,-91.9167,75.83,72,3,6.42,clear sky
545,Khash,IR,28.2211,61.2158,49.73,61,96,13.09,light rain
546,Gat,IL,31.61,34.7642,53.4,100,0,4.21,clear sky
547,Worland,US,44.0169,-107.9554,28.58,93,100,3.44,overcast clouds
548,La Ronge,CA,55.1001,-105.2842,7.03,97,82,5.64,broken clouds
549,Jiuquan,CN,39.7432,98.5174,15.06,49,0,0.31,clear sky
550,Baleshwar,IN,21.4942,86.9317,73.99,51,72,7.27,broken clouds
551,Hamadan,IR,34.7992,48.5146,26.1,80,9,1.41,clear sky
552,Haines Junction,CA,60.7522,-137.5108,10.87,98,99,1.72,overcast clouds
553,Krutinka,RU,56.0055,71.5113,5.76,78,46,9.35,scattered clouds
554,Ketchikan,US,55.3422,-131.6461,35.58,93,100,4.61,mist
555,Faanui,PF,-16.4833,-151.75,81.14,72,28,10.25,scattered clouds
556,Safranbolu,TR,41.2508,32.6942,41.16,75,97,2.95,overcast clouds
557,Pokhara,NP,28.2333,83.9833,60.51,37,0,6.11,clear sky
558,Isoka,ZM,-10.1606,32.6335,61.81,98,99,2.93,light rain
559,Goksun,TR,38.021,36.4973,33.94,85,71,0.76,broken clouds
560,Mattawa,US,46.7379,-119.9028,34.41,79,54,0.56,broken clouds
561,Harper,LR,4.375,-7.7169,77.74,83,40,4.5,scattered clouds
562,Panormos,GR,35.4182,24.6909,61.02,78,95,12.35,overcast clouds
563,Dire Dawa,ET,9.5931,41.8661,66.42,42,18,2.53,few clouds
564,Tabas,IR,33.5959,56.9244,44.19,63,96,5.64,overcast clouds
565,Lichinga,MZ,-13.3128,35.2406,64.49,94,75,5.75,light rain
566,Rongcheng,CN,30.634,117.8517,44.51,39,0,4.72,clear sky
567,Tiarei,PF,-17.5333,-149.3333,84.22,81,7,9.22,light rain
568,Redmond,US,47.674,-122.1215,46.22,90,100,1.01,overcast clouds
569,Basco,PH,20.4487,121.9702,73.47,66,96,21.18,overcast clouds
570,Tucupita,VE,9.0622,-62.051,68.43,98,74,2.98,broken clouds
571,Bontang,ID,0.1333,117.5,83.68,70,98,5.77,overcast clouds
572,Celestun,MX,20.8667,-90.4,73.15,67,22,13.58,few clouds
573,Shingu,JP,33.7333,135.9833,54.7,49,90,2.01,overcast clouds
574,Oistins,BB,13.0667,-59.5333,77.09,73,40,12.66,scattered clouds
575,Moyobamba,PE,-6.05,-76.9667,65.16,99,63,0.96,broken clouds
576,Sur,OM,22.5667,59.5289,73.53,53,5,9.19,clear sky
577,Oktyabrskoye,RU,43.0645,44.7417,23.14,100,100,2.24,fog
578,Smithers,CA,54.7804,-127.1743,28.45,98,100,1.59,light snow
579,Cravo Norte,CO,6.3017,-70.2041,78.19,54,75,5.7,broken clouds
580,Gaogou,CN,34.0175,119.1886,41.56,30,0,7.27,clear sky
581,Naze,JP,28.3667,129.4833,56.98,66,91,14.65,overcast clouds
582,Taft,IR,31.7471,54.2088,30.15,93,75,0.0,mist
583,Belaya Gora,RU,68.5333,146.4167,-36.26,100,100,1.16,overcast clouds
584,Koumac,NC,-20.5667,164.2833,74.73,89,100,10.16,overcast clouds
585,Turayf,SA,31.6725,38.6637,44.85,69,0,3.8,clear sky
586,Iralaya,HN,15.0,-83.2333,75.47,83,47,8.68,scattered clouds
587,Ostrovnoy,RU,68.0531,39.5131,23.61,94,18,22.5,few clouds
588,Stromness,GB,58.965,-3.296,39.16,67,79,32.68,broken clouds
589,Malakal,SS,9.5334,31.6605,72.28,24,97,7.05,overcast clouds
590,Tabou,CI,4.423,-7.3528,76.95,87,61,4.25,broken clouds
591,Teacapan,MX,22.55,-105.75,65.52,87,98,3.13,overcast clouds
592,Twin Falls,US,42.3505,-114.6445,29.93,80,100,10.36,overcast clouds
593,Port Augusta,AU,-32.5,137.7667,77.43,55,93,20.98,overcast clouds
594,Bar Harbor,US,44.3876,-68.2039,37.24,87,75,8.01,light rain
595,Grafton,US,42.207,-71.6856,41.72,58,100,13.8,overcast clouds
596,Vila Franca Do Campo,PT,37.7167,-25.4333,54.01,77,16,8.34,few clouds
597,Stavern,NO,59.0,10.0333,33.33,97,100,13.71,light snow
598,Oksfjord,NO,70.2396,22.3479,35.78,78,94,12.35,overcast clouds
599,Gaoua,BF,10.2992,-3.2508,68.31,21,4,4.52,clear sky
600,Shelburne,CA,44.0787,-80.2041,35.24,98,100,14.56,overcast clouds
601,Fushun,CN,41.8558,123.9233,31.71,35,0,15.5,clear sky
602,Taurage,LT,55.2522,22.2897,32.13,92,62,5.41,broken clouds
603,College,US,64.8569,-147.8028,-8.91,78,0,0.0,clear sky
604,Evensk,RU,61.95,159.2333,-1.82,73,100,11.86,overcast clouds
605,Nanchang,CN,28.6833,115.8833,48.13,34,0,4.09,clear sky
606,Laredo,US,27.5064,-99.5075,70.09,73,0,6.91,clear sky
607,Uray,RU,60.1247,64.7758,10.98,89,100,8.46,overcast clouds
608,Snihurivka,UA,47.0758,32.8052,50.86,71,100,20.45,overcast clouds
609,Marti,CU,22.9475,-80.9203,62.69,80,0,6.67,clear sky
610,Santa Maria,BR,-29.6842,-53.8069,70.21,86,1,10.27,clear sky
611,Shiraz,IR,29.6036,52.5388,44.04,65,20,0.0,few clouds
612,Solano,US,38.2333,-121.9511,48.81,83,0,6.91,clear sky
613,Hasaki,JP,35.7333,140.8333,55.29,59,62,9.95,broken clouds
614,Menongue,AO,-14.6585,17.691,63.34,96,100,7.78,light rain
615,Tera,NE,14.0078,0.7531,63.97,19,1,9.95,clear sky
616,Neiafu,TO,-18.65,-173.9833,83.08,83,75,1.14,light rain
617,Yumbing,PH,9.2393,124.6578,81.93,78,83,8.48,broken clouds
618,Esmeraldas,BR,-19.7625,-44.3139,70.66,94,3,4.03,clear sky
619,Gondanglegi,ID,-7.7479,112.0132,85.62,71,100,9.28,overcast clouds
620,Bertoua,CM,4.5833,13.6833,65.14,41,100,3.02,overcast clouds
621,Gilgit,PK,35.9221,74.3087,18.39,46,25,3.04,scattered clouds
622,Yulara,AU,-25.2406,130.9889,98.1,25,9,13.82,clear sky
623,Kawalu,ID,-7.3817,108.2082,81.45,72,100,4.43,overcast clouds
624,Port Hedland,AU,-20.3167,118.5667,89.65,58,63,12.66,broken clouds
625,Cayenne,GF,4.9333,-52.3333,73.44,100,100,0.0,overcast clouds
626,Kalabo,ZM,-14.97,22.6814,65.32,94,100,3.0,light rain
627,Thinadhoo,MV,0.5333,72.9333,81.03,65,59,5.21,broken clouds
628,Kolomna,RU,55.0794,38.7783,27.73,89,100,16.87,light snow
629,Nicoya,CR,10.1483,-85.452,72.21,83,35,3.31,scattered clouds
630,Shubarkuduk,KZ,49.1447,56.4872,9.19,71,0,8.3,clear sky
631,Amlagora,IN,22.8333,87.3333,71.65,25,28,6.08,scattered clouds
632,Kibala,TD,9.1104,18.3463,71.8,27,100,3.6,overcast clouds
633,Batamshinskiy,KZ,50.5594,58.2747,-5.1,69,2,6.98,clear sky
634,Sanok,PL,49.5557,22.2056,47.43,100,100,12.68,overcast clouds
635,Elizabeth City,US,36.2946,-76.2511,53.62,95,100,10.36,overcast clouds
636,Takayama,JP,36.1333,137.25,39.9,73,86,6.62,overcast clouds
637,Terenos,BR,-20.4422,-54.8603,73.11,94,75,2.3,broken clouds
638,General Pico,AR,-35.6566,-63.7568,73.13,57,100,11.05,moderate rain
639,Praia,CV,14.9215,-23.5087,72.14,83,0,23.02,clear sky
640,Warmbad,NA,-28.45,18.7333,77.14,42,56,5.21,broken clouds
641,Lakes Entrance,AU,-37.8811,147.981,65.16,95,100,15.79,light rain
642,Whyalla,AU,-33.0333,137.5833,71.87,64,99,23.33,overcast clouds
643,Svetlaya,RU,46.5389,138.3297,12.83,40,10,12.08,clear sky
644,Oxapampa,PE,-10.5775,-75.4017,55.98,98,89,3.56,overcast clouds
645,Kokoda,PG,-8.8785,147.7407,83.88,78,97,1.25,overcast clouds
646,Urdoma,RU,61.7533,48.5442,19.94,95,100,6.64,overcast clouds
647,Katherine,AU,-14.4667,132.2667,91.72,55,40,5.75,scattered clouds
648,Contamana,PE,-7.3333,-75.0167,76.95,69,100,2.46,overcast clouds
649,Formosa,AR,-26.1775,-58.1781,77.7,45,1,4.09,clear sky
650,Elat,IL,29.5581,34.9482,49.84,81,0,5.75,haze
651,Moranbah,AU,-22.0016,148.0466,82.26,57,80,17.45,broken clouds
652,Panama City,PA,8.9936,-79.5197,77.29,82,100,3.44,overcast clouds
653,Venice,US,27.0998,-82.4543,62.98,85,0,5.75,clear sky
654,Razole,IN,16.4833,81.8333,81.3,53,2,2.53,clear sky
655,Sainte-Maxime,FR,43.3,6.6333,43.0,65,57,13.67,broken clouds
656,Invermere,CA,50.5167,-116.0354,18.09,95,94,1.3,overcast clouds
657,Ceyranbatan,AZ,40.5408,49.6597,40.71,78,28,4.45,scattered clouds
658,Shaoyang,CN,27.2315,111.4525,47.1,29,31,3.91,scattered clouds
659,Luwuk,ID,-0.9516,122.7875,86.81,67,97,1.7,overcast clouds
660,Langxiang,CN,46.95,128.8833,6.91,58,92,3.85,overcast clouds
661,Dunedin,NZ,-45.8742,170.5036,59.81,80,24,4.0,few clouds
662,Panzhihua,CN,26.5851,101.7128,57.31,34,0,1.68,clear sky
663,Biak,ID,-0.9131,122.8766,83.62,68,99,1.23,light rain
664,Lincoln,US,40.8,-96.667,31.89,84,0,11.5,clear sky
665,Kungurtug,RU,50.5994,97.5228,5.34,81,100,16.02,overcast clouds
666,Villarrica,PY,-25.75,-56.4333,74.52,77,20,3.4,few clouds
667,Ngunguru,NZ,-35.6167,174.5,67.68,66,100,7.16,overcast clouds
668,Arlit,NE,18.7369,7.3853,54.9,24,14,3.58,few clouds
669,Hornepayne,CA,49.2138,-84.7705,14.43,94,100,11.05,light snow
670,Surgut,RU,61.25,73.4167,3.38,77,0,7.0,clear sky
671,Rio Gallegos,AR,-51.6226,-69.2181,59.86,54,94,5.01,overcast clouds
672,Iringa,TZ,-7.7667,35.7,62.37,84,100,0.63,overcast clouds
673,Muroto,JP,33.2833,134.15,51.57,62,60,3.2,broken clouds
674,Tamandare,BR,-8.7597,-35.1047,76.66,84,99,7.31,overcast clouds
675,Indramayu,ID,-6.3264,108.32,81.59,76,100,8.23,light rain
676,Valmiera,LV,57.5411,25.4275,36.41,78,100,7.34,overcast clouds
677,Lubin,PL,51.4009,16.2015,30.7,79,100,3.87,overcast clouds
678,Antsohihy,MG,-14.8796,47.9875,80.19,66,79,8.68,broken clouds
679,Sambava,MG,-14.2667,50.1667,78.3,77,96,12.19,overcast clouds
680,Morondava,MG,-20.2833,44.2833,80.98,74,50,5.55,scattered clouds
681,Pereleshino,RU,51.7376,40.1388,27.39,89,100,16.82,overcast clouds
682,Lerwick,GB,60.1545,-1.1494,37.4,70,95,22.97,overcast clouds
683,Samarai,PG,-10.6167,150.6667,84.74,74,93,7.63,overcast clouds
684,Akhtubinsk,RU,48.2795,46.1722,21.88,76,50,9.71,scattered clouds
685,Kajiado,KE,-1.8524,36.7768,62.62,52,74,9.35,broken clouds
686,Pangnirtung,CA,66.1451,-65.7125,-12.35,71,100,3.67,overcast clouds
687,Tonota,BW,-21.4833,27.4833,69.71,77,99,10.0,overcast clouds
688,Roma,US,43.2128,-75.4557,41.86,93,100,5.75,snow
689,Anadyr,RU,64.75,177.4833,-17.9,69,0,6.71,clear sky
690,Auki,SB,-8.7676,160.7034,81.81,83,97,10.38,moderate rain
691,Sabang,ID,5.8933,95.3214,80.55,67,100,17.13,overcast clouds
692,Athens,GR,37.9795,23.7162,63.32,76,40,15.01,scattered clouds
693,Half Moon Bay,US,37.4636,-122.4286,50.23,88,100,5.75,mist
694,Rurrenabaque,BO,-14.4413,-67.5278,71.38,100,100,1.92,overcast clouds
695,Leon Valley,US,29.4952,-98.6186,68.65,85,100,8.05,overcast clouds
